order_id,product_id,category,quantity,unit_price,discount,line_total
ORD000632,P0006,Electronics,2,234.84,0.15,399.23
ORD000632,P0051,Fashion,1,21.84,0.1,19.66
ORD000633,P0105,Books & Media,2,27.71,0.1,49.88
ORD000633,P0118,Books & Media,2,20.23,0.1,36.41
ORD000633,P0099,Beauty,2,70.54,0.0,141.08
ORD000634,P0017,Electronics,1,504.79,0.0,504.79
ORD000634,P0043,Fashion,1,83.9,0.1,75.51
ORD000635,P0010,Electronics,1,737.02,0.0,737.02
ORD000635,P0070,Sports,3,273.9,0.0,821.7
ORD000635,P0072,Sports,2,111.14,0.15,188.94
ORD000636,P0098,Beauty,3,58.74,0.15,149.79
ORD000637,P0040,Home & Garden,1,77.25,0.1,69.53
ORD000637,P0046,Fashion,1,37.54,0.0,37.54
ORD000638,P0101,Books & Media,1,58.39,0.05,55.47
ORD000639,P0038,Home & Garden,3,169.03,0.0,507.09
ORD000640,P0089,Beauty,2,20.66,0.05,39.25
ORD000640,P0005,Electronics,1,407.63,0.0,407.63
ORD000640,P0010,Electronics,1,737.02,0.0,737.02
ORD000641,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000642,P0028,Home & Garden,2,167.29,0.0,334.58
ORD000643,P0050,Fashion,1,175.37,0.0,175.37
ORD000644,P0046,Fashion,1,37.54,0.0,37.54
ORD000645,P0019,Electronics,2,753.99,0.05,1432.58
ORD000646,P0091,Beauty,1,90.2,0.1,81.18
ORD000646,P0101,Books & Media,3,58.39,0.0,175.17
ORD000646,P0017,Electronics,1,504.79,0.0,504.79
ORD000647,P0035,Home & Garden,1,89.13,0.0,89.13
ORD000647,P0097,Beauty,1,37.48,0.0,37.48
ORD000647,P0107,Books & Media,1,31.66,0.0,31.66
ORD000648,P0035,Home & Garden,1,89.13,0.0,89.13
ORD000648,P0016,Electronics,1,735.06,0.0,735.06
ORD000648,P0068,Sports,1,52.84,0.05,50.2
ORD000648,P0053,Fashion,1,62.69,0.0,62.69
ORD000649,P0035,Home & Garden,1,89.13,0.0,89.13
ORD000649,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000650,P0072,Sports,1,111.14,0.1,100.03
ORD000650,P0067,Sports,2,310.35,0.0,620.7
ORD000650,P0086,Beauty,1,112.91,0.0,112.91
ORD000650,P0119,Books & Media,1,54.29,0.0,54.29
ORD000650,P0025,Home & Garden,1,164.39,0.0,164.39
ORD000651,P0070,Sports,3,273.9,0.2,657.36
ORD000652,P0038,Home & Garden,1,169.03,0.05,160.58
ORD000653,P0111,Books & Media,1,58.37,0.0,58.37
ORD000654,P0115,Books & Media,1,16.19,0.05,15.38
ORD000655,P0018,Electronics,1,370.75,0.1,333.68
ORD000655,P0020,Electronics,2,781.45,0.2,1250.32
ORD000655,P0048,Fashion,1,30.16,0.05,28.65
ORD000656,P0001,Electronics,2,592.51,0.0,1185.02
ORD000657,P0110,Books & Media,3,16.05,0.15,40.93
ORD000658,P0046,Fashion,2,37.54,0.05,71.33
ORD000659,P0028,Home & Garden,3,167.29,0.0,501.87
ORD000659,P0054,Fashion,1,37.85,0.0,37.85
ORD000660,P0019,Electronics,1,753.99,0.15,640.89
ORD000661,P0053,Fashion,1,62.69,0.0,62.69
ORD000661,P0008,Electronics,2,601.4,0.05,1142.66
ORD000661,P0013,Electronics,2,862.63,0.05,1639.0
ORD000662,P0021,Home & Garden,2,180.57,0.0,361.14
ORD000663,P0010,Electronics,3,737.02,0.05,2100.51
ORD000663,P0027,Home & Garden,1,77.74,0.0,77.74
ORD000663,P0020,Electronics,1,781.45,0.15,664.23
ORD000663,P0015,Electronics,1,769.37,0.1,692.43
ORD000663,P0081,Beauty,3,17.81,0.0,53.43
ORD000664,P0018,Electronics,1,370.75,0.0,370.75
ORD000664,P0023,Home & Garden,1,33.75,0.0,33.75
ORD000665,P0001,Electronics,1,592.51,0.15,503.63
ORD000666,P0078,Sports,3,64.33,0.0,192.99
ORD000667,P0023,Home & Garden,1,33.75,0.0,33.75
ORD000667,P0082,Beauty,1,35.18,0.0,35.18
ORD000667,P0014,Electronics,2,127.83,0.05,242.88
ORD000668,P0115,Books & Media,1,16.19,0.0,16.19
ORD000669,P0020,Electronics,1,781.45,0.0,781.45
ORD000669,P0055,Fashion,1,92.6,0.1,83.34
ORD000670,P0053,Fashion,2,62.69,0.0,125.38
ORD000670,P0055,Fashion,1,92.6,0.0,92.6
ORD000670,P0046,Fashion,1,37.54,0.0,37.54
ORD000670,P0082,Beauty,1,35.18,0.0,35.18
ORD000671,P0050,Fashion,1,175.37,0.0,175.37
ORD000671,P0037,Home & Garden,2,220.95,0.1,397.71
ORD000672,P0118,Books & Media,1,20.23,0.05,19.22
ORD000672,P0003,Electronics,2,675.0,0.05,1282.5
ORD000673,P0022,Home & Garden,1,68.56,0.1,61.7
ORD000674,P0045,Fashion,1,34.55,0.1,31.1
ORD000674,P0020,Electronics,1,781.45,0.0,781.45
ORD000674,P0016,Electronics,1,735.06,0.05,698.31
ORD000675,P0057,Fashion,1,100.09,0.0,100.09
ORD000675,P0008,Electronics,2,601.4,0.0,1202.8
ORD000676,P0105,Books & Media,1,27.71,0.05,26.32
ORD000677,P0064,Sports,1,31.33,0.0,31.33
ORD000678,P0041,Fashion,2,109.82,0.05,208.66
ORD000679,P0007,Electronics,1,71.56,0.15,60.83
ORD000680,P0049,Fashion,1,179.38,0.1,161.44
ORD000680,P0042,Fashion,1,113.53,0.05,107.85
ORD000680,P0077,Sports,1,167.38,0.15,142.27
ORD000681,P0036,Home & Garden,1,64.58,0.0,64.58
ORD000681,P0103,Books & Media,2,33.25,0.15,56.52
ORD000682,P0015,Electronics,1,769.37,0.05,730.9
ORD000682,P0109,Books & Media,2,36.9,0.0,73.8
ORD000683,P0058,Fashion,1,166.02,0.0,166.02
ORD000683,P0114,Books & Media,1,34.15,0.0,34.15
ORD000684,P0050,Fashion,1,175.37,0.15,149.06
ORD000684,P0050,Fashion,1,175.37,0.0,175.37
ORD000684,P0082,Beauty,2,35.18,0.0,70.36
ORD000685,P0056,Fashion,1,160.14,0.0,160.14
ORD000685,P0120,Books & Media,2,38.91,0.0,77.82
ORD000685,P0015,Electronics,2,769.37,0.0,1538.74
ORD000686,P0010,Electronics,3,737.02,0.05,2100.51
ORD000687,P0042,Fashion,1,113.53,0.0,113.53
ORD000688,P0109,Books & Media,1,36.9,0.0,36.9
ORD000688,P0112,Books & Media,1,36.19,0.0,36.19
ORD000689,P0001,Electronics,1,592.51,0.1,533.26
ORD000689,P0094,Beauty,1,104.78,0.0,104.78
ORD000689,P0062,Sports,2,278.05,0.0,556.1
ORD000689,P0072,Sports,1,111.14,0.0,111.14
ORD000690,P0013,Electronics,1,862.63,0.05,819.5
ORD000690,P0006,Electronics,2,234.84,0.05,446.2
ORD000690,P0101,Books & Media,3,58.39,0.05,166.41
ORD000691,P0042,Fashion,1,113.53,0.0,113.53
ORD000692,P0085,Beauty,1,33.57,0.2,26.86
ORD000692,P0044,Fashion,1,179.61,0.0,179.61
ORD000693,P0119,Books & Media,1,54.29,0.05,51.58
ORD000693,P0034,Home & Garden,1,68.83,0.0,68.83
ORD000693,P0004,Electronics,1,807.35,0.0,807.35
ORD000693,P0040,Home & Garden,3,77.25,0.0,231.75
ORD000694,P0049,Fashion,1,179.38,0.0,179.38
ORD000694,P0047,Fashion,1,146.73,0.0,146.73
ORD000694,P0019,Electronics,2,753.99,0.0,1507.98
ORD000695,P0058,Fashion,1,166.02,0.0,166.02
ORD000696,P0058,Fashion,1,166.02,0.0,166.02
ORD000696,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000696,P0045,Fashion,2,34.55,0.0,69.1
ORD000697,P0088,Beauty,1,98.82,0.0,98.82
ORD000697,P0117,Books & Media,1,38.94,0.0,38.94
ORD000698,P0077,Sports,1,167.38,0.15,142.27
ORD000698,P0023,Home & Garden,1,33.75,0.0,33.75
ORD000699,P0048,Fashion,1,30.16,0.0,30.16
ORD000699,P0107,Books & Media,1,31.66,0.0,31.66
ORD000699,P0111,Books & Media,1,58.37,0.0,58.37
ORD000700,P0103,Books & Media,1,33.25,0.0,33.25
ORD000700,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000700,P0081,Beauty,1,17.81,0.0,17.81
ORD000701,P0054,Fashion,2,37.85,0.0,75.7
ORD000701,P0083,Beauty,2,104.56,0.0,209.12
ORD000701,P0030,Home & Garden,2,53.4,0.1,96.12
ORD000702,P0068,Sports,3,52.84,0.0,158.52
ORD000702,P0050,Fashion,1,175.37,0.1,157.83
ORD000702,P0068,Sports,1,52.84,0.15,44.91
ORD000703,P0026,Home & Garden,3,101.99,0.1,275.37
ORD000703,P0033,Home & Garden,3,213.07,0.0,639.21
ORD000704,P0113,Books & Media,1,10.97,0.05,10.42
ORD000705,P0085,Beauty,2,33.57,0.15,57.07
ORD000705,P0019,Electronics,1,753.99,0.15,640.89
ORD000705,P0120,Books & Media,1,38.91,0.0,38.91
ORD000705,P0041,Fashion,1,109.82,0.1,98.84
ORD000706,P0012,Electronics,2,338.21,0.0,676.42
ORD000706,P0036,Home & Garden,1,64.58,0.15,54.89
ORD000706,P0045,Fashion,1,34.55,0.05,32.82
ORD000706,P0095,Beauty,3,30.92,0.0,92.76
ORD000707,P0007,Electronics,1,71.56,0.1,64.4
ORD000707,P0093,Beauty,1,54.29,0.05,51.58
ORD000708,P0051,Fashion,1,21.84,0.0,21.84
ORD000708,P0051,Fashion,1,21.84,0.1,19.66
ORD000708,P0007,Electronics,1,71.56,0.0,71.56
ORD000708,P0056,Fashion,3,160.14,0.05,456.4
ORD000708,P0045,Fashion,1,34.55,0.1,31.1
ORD000709,P0012,Electronics,2,338.21,0.2,541.14
ORD000710,P0068,Sports,1,52.84,0.1,47.56
ORD000710,P0117,Books & Media,1,38.94,0.0,38.94
ORD000711,P0016,Electronics,3,735.06,0.0,2205.18
ORD000711,P0005,Electronics,1,407.63,0.2,326.1
ORD000712,P0081,Beauty,2,17.81,0.0,35.62
ORD000712,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000712,P0118,Books & Media,2,20.23,0.15,34.39
ORD000712,P0014,Electronics,1,127.83,0.0,127.83
ORD000713,P0026,Home & Garden,1,101.99,0.15,86.69
ORD000713,P0105,Books & Media,1,27.71,0.0,27.71
ORD000713,P0033,Home & Garden,2,213.07,0.0,426.14
ORD000714,P0012,Electronics,2,338.21,0.1,608.78
ORD000714,P0110,Books & Media,1,16.05,0.15,13.64
ORD000714,P0017,Electronics,1,504.79,0.05,479.55
ORD000715,P0018,Electronics,1,370.75,0.05,352.21
ORD000716,P0086,Beauty,1,112.91,0.15,95.97
ORD000716,P0070,Sports,1,273.9,0.2,219.12
ORD000717,P0016,Electronics,2,735.06,0.0,1470.12
ORD000717,P0028,Home & Garden,1,167.29,0.2,133.83
ORD000718,P0009,Electronics,2,236.37,0.05,449.1
ORD000719,P0054,Fashion,1,37.85,0.1,34.07
ORD000720,P0011,Electronics,1,733.95,0.0,733.95
ORD000721,P0063,Sports,1,25.19,0.05,23.93
ORD000722,P0052,Fashion,1,129.07,0.05,122.62
ORD000722,P0068,Sports,1,52.84,0.05,50.2
ORD000723,P0023,Home & Garden,1,33.75,0.15,28.69
ORD000723,P0090,Beauty,2,56.59,0.05,107.52
ORD000724,P0110,Books & Media,1,16.05,0.15,13.64
ORD000724,P0099,Beauty,3,70.54,0.0,211.62
ORD000724,P0046,Fashion,1,37.54,0.0,37.54
ORD000724,P0116,Books & Media,1,12.17,0.0,12.17
ORD000724,P0059,Fashion,1,67.75,0.0,67.75
ORD000725,P0031,Home & Garden,1,247.54,0.0,247.54
ORD000725,P0057,Fashion,1,100.09,0.0,100.09
ORD000725,P0094,Beauty,1,104.78,0.0,104.78
ORD000725,P0003,Electronics,1,675.0,0.0,675.0
ORD000725,P0099,Beauty,2,70.54,0.15,119.92
ORD000726,P0015,Electronics,1,769.37,0.0,769.37
ORD000726,P0096,Beauty,1,56.41,0.05,53.59
ORD000727,P0074,Sports,1,200.27,0.0,200.27
ORD000727,P0019,Electronics,1,753.99,0.05,716.29
ORD000727,P0116,Books & Media,1,12.17,0.1,10.95
ORD000727,P0088,Beauty,1,98.82,0.05,93.88
ORD000728,P0108,Books & Media,1,57.78,0.0,57.78
ORD000728,P0098,Beauty,1,58.74,0.0,58.74
ORD000728,P0013,Electronics,1,862.63,0.05,819.5
ORD000728,P0056,Fashion,1,160.14,0.0,160.14
ORD000729,P0106,Books & Media,1,21.79,0.1,19.61
ORD000730,P0069,Sports,1,47.49,0.0,47.49
ORD000730,P0037,Home & Garden,1,220.95,0.0,220.95
ORD000731,P0018,Electronics,1,370.75,0.15,315.14
ORD000732,P0044,Fashion,1,179.61,0.0,179.61
ORD000733,P0019,Electronics,1,753.99,0.0,753.99
ORD000734,P0087,Beauty,1,61.99,0.0,61.99
ORD000735,P0093,Beauty,1,54.29,0.0,54.29
ORD000735,P0048,Fashion,3,30.16,0.1,81.43
ORD000735,P0062,Sports,2,278.05,0.1,500.49
ORD000735,P0099,Beauty,1,70.54,0.1,63.49
ORD000736,P0078,Sports,1,64.33,0.0,64.33
ORD000737,P0059,Fashion,1,67.75,0.0,67.75
ORD000738,P0036,Home & Garden,1,64.58,0.0,64.58
ORD000738,P0091,Beauty,1,90.2,0.0,90.2
ORD000738,P0055,Fashion,1,92.6,0.05,87.97
ORD000739,P0105,Books & Media,1,27.71,0.0,27.71
ORD000740,P0083,Beauty,1,104.56,0.1,94.1
ORD000741,P0087,Beauty,1,61.99,0.1,55.79
ORD000742,P0094,Beauty,2,104.78,0.2,167.65
ORD000743,P0098,Beauty,1,58.74,0.15,49.93
ORD000743,P0098,Beauty,1,58.74,0.0,58.74
ORD000744,P0067,Sports,1,310.35,0.0,310.35
ORD000744,P0085,Beauty,1,33.57,0.0,33.57
ORD000745,P0046,Fashion,1,37.54,0.0,37.54
ORD000745,P0107,Books & Media,1,31.66,0.0,31.66
ORD000746,P0102,Books & Media,3,52.13,0.0,156.39
ORD000746,P0005,Electronics,1,407.63,0.0,407.63
ORD000747,P0100,Beauty,1,119.92,0.0,119.92
ORD000748,P0013,Electronics,2,862.63,0.05,1639.0
ORD000748,P0095,Beauty,1,30.92,0.0,30.92
ORD000748,P0088,Beauty,1,98.82,0.0,98.82
ORD000748,P0075,Sports,1,90.37,0.1,81.33
ORD000748,P0089,Beauty,1,20.66,0.05,19.63
ORD000749,P0008,Electronics,3,601.4,0.05,1713.99
ORD000750,P0010,Electronics,2,737.02,0.2,1179.23
ORD000751,P0099,Beauty,1,70.54,0.0,70.54
ORD000751,P0036,Home & Garden,1,64.58,0.0,64.58
ORD000752,P0116,Books & Media,1,12.17,0.0,12.17
ORD000753,P0107,Books & Media,2,31.66,0.0,63.32
ORD000754,P0115,Books & Media,1,16.19,0.05,15.38
ORD000754,P0038,Home & Garden,1,169.03,0.05,160.58
ORD000755,P0054,Fashion,1,37.85,0.0,37.85
ORD000755,P0067,Sports,1,310.35,0.0,310.35
ORD000755,P0016,Electronics,1,735.06,0.0,735.06
ORD000755,P0087,Beauty,3,61.99,0.2,148.78
ORD000756,P0050,Fashion,1,175.37,0.0,175.37
ORD000757,P0046,Fashion,2,37.54,0.0,75.08
ORD000757,P0013,Electronics,1,862.63,0.0,862.63
ORD000758,P0057,Fashion,1,100.09,0.0,100.09
ORD000759,P0048,Fashion,1,30.16,0.05,28.65
ORD000760,P0052,Fashion,1,129.07,0.0,129.07
ORD000760,P0089,Beauty,1,20.66,0.1,18.59
ORD000761,P0110,Books & Media,2,16.05,0.0,32.1
ORD000761,P0018,Electronics,1,370.75,0.05,352.21
ORD000761,P0011,Electronics,3,733.95,0.0,2201.85
ORD000762,P0053,Fashion,2,62.69,0.0,125.38
ORD000762,P0090,Beauty,1,56.59,0.1,50.93
ORD000763,P0034,Home & Garden,1,68.83,0.0,68.83
ORD000764,P0083,Beauty,1,104.56,0.0,104.56
ORD000764,P0022,Home & Garden,2,68.56,0.1,123.41
ORD000764,P0005,Electronics,2,407.63,0.0,815.26
ORD000765,P0111,Books & Media,3,58.37,0.0,175.11
ORD000766,P0092,Beauty,1,118.26,0.0,118.26
ORD000766,P0070,Sports,1,273.9,0.2,219.12
ORD000766,P0003,Electronics,1,675.0,0.0,675.0
ORD000766,P0096,Beauty,1,56.41,0.0,56.41
ORD000766,P0114,Books & Media,3,34.15,0.15,87.08
ORD000767,P0079,Sports,2,134.88,0.0,269.76
ORD000767,P0085,Beauty,1,33.57,0.05,31.89
ORD000768,P0045,Fashion,1,34.55,0.15,29.37
ORD000769,P0052,Fashion,1,129.07,0.0,129.07
ORD000769,P0013,Electronics,1,862.63,0.05,819.5
ORD000769,P0007,Electronics,1,71.56,0.0,71.56
ORD000769,P0017,Electronics,2,504.79,0.05,959.1
ORD000769,P0014,Electronics,3,127.83,0.2,306.79
ORD000770,P0066,Sports,1,124.94,0.0,124.94
ORD000770,P0047,Fashion,2,146.73,0.0,293.46
ORD000770,P0005,Electronics,1,407.63,0.05,387.25
ORD000771,P0088,Beauty,1,98.82,0.1,88.94
ORD000771,P0031,Home & Garden,3,247.54,0.0,742.62
ORD000772,P0003,Electronics,1,675.0,0.0,675.0
ORD000773,P0077,Sports,3,167.38,0.15,426.82
ORD000773,P0008,Electronics,2,601.4,0.0,1202.8
ORD000774,P0021,Home & Garden,1,180.57,0.0,180.57
ORD000774,P0108,Books & Media,1,57.78,0.0,57.78
ORD000775,P0020,Electronics,1,781.45,0.0,781.45
ORD000775,P0034,Home & Garden,1,68.83,0.0,68.83
ORD000775,P0113,Books & Media,1,10.97,0.0,10.97
ORD000776,P0050,Fashion,1,175.37,0.0,175.37
ORD000777,P0055,Fashion,1,92.6,0.0,92.6
ORD000777,P0019,Electronics,2,753.99,0.1,1357.18
ORD000778,P0005,Electronics,1,407.63,0.0,407.63
ORD000778,P0025,Home & Garden,3,164.39,0.0,493.17
ORD000779,P0055,Fashion,2,92.6,0.05,175.94
ORD000779,P0024,Home & Garden,2,38.74,0.05,73.61
ORD000780,P0027,Home & Garden,1,77.74,0.0,77.74
ORD000781,P0052,Fashion,1,129.07,0.1,116.16
ORD000782,P0018,Electronics,1,370.75,0.0,370.75
ORD000782,P0042,Fashion,2,113.53,0.0,227.06
ORD000782,P0044,Fashion,1,179.61,0.15,152.67
ORD000782,P0003,Electronics,1,675.0,0.0,675.0
ORD000783,P0056,Fashion,1,160.14,0.15,136.12
ORD000783,P0030,Home & Garden,2,53.4,0.0,106.8
ORD000784,P0051,Fashion,1,21.84,0.0,21.84
ORD000784,P0010,Electronics,1,737.02,0.0,737.02
ORD000785,P0043,Fashion,1,83.9,0.15,71.32
ORD000785,P0029,Home & Garden,2,55.22,0.1,99.4
ORD000786,P0077,Sports,1,167.38,0.05,159.01
ORD000787,P0033,Home & Garden,1,213.07,0.05,202.42
ORD000787,P0004,Electronics,1,807.35,0.1,726.62
ORD000787,P0046,Fashion,1,37.54,0.05,35.66
ORD000788,P0076,Sports,1,348.42,0.15,296.16
ORD000788,P0008,Electronics,1,601.4,0.0,601.4
ORD000788,P0014,Electronics,3,127.83,0.0,383.49
ORD000789,P0093,Beauty,1,54.29,0.1,48.86
ORD000790,P0103,Books & Media,1,33.25,0.05,31.59
ORD000790,P0011,Electronics,1,733.95,0.15,623.86
ORD000790,P0047,Fashion,1,146.73,0.2,117.38
ORD000791,P0013,Electronics,1,862.63,0.0,862.63
ORD000791,P0118,Books & Media,1,20.23,0.0,20.23
ORD000792,P0056,Fashion,1,160.14,0.05,152.13
ORD000792,P0098,Beauty,1,58.74,0.0,58.74
ORD000793,P0006,Electronics,1,234.84,0.0,234.84
ORD000793,P0017,Electronics,1,504.79,0.1,454.31
ORD000794,P0016,Electronics,1,735.06,0.15,624.8
ORD000794,P0078,Sports,3,64.33,0.15,164.04
ORD000794,P0047,Fashion,1,146.73,0.0,146.73
ORD000794,P0003,Electronics,1,675.0,0.05,641.25
ORD000794,P0084,Beauty,3,36.18,0.0,108.54
ORD000795,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000795,P0007,Electronics,1,71.56,0.05,67.98
ORD000795,P0058,Fashion,1,166.02,0.0,166.02
ORD000795,P0075,Sports,2,90.37,0.0,180.74
ORD000796,P0050,Fashion,1,175.37,0.0,175.37
ORD000797,P0051,Fashion,1,21.84,0.0,21.84
ORD000798,P0104,Books & Media,1,28.85,0.2,23.08
ORD000798,P0041,Fashion,1,109.82,0.0,109.82
ORD000798,P0009,Electronics,1,236.37,0.2,189.1
ORD000799,P0085,Beauty,1,33.57,0.0,33.57
ORD000800,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000801,P0113,Books & Media,1,10.97,0.05,10.42
ORD000801,P0055,Fashion,1,92.6,0.15,78.71
ORD000802,P0039,Home & Garden,1,229.92,0.0,229.92
ORD000803,P0015,Electronics,1,769.37,0.1,692.43
ORD000803,P0007,Electronics,1,71.56,0.0,71.56
ORD000804,P0067,Sports,1,310.35,0.0,310.35
ORD000805,P0086,Beauty,2,112.91,0.15,191.95
ORD000806,P0073,Sports,1,162.52,0.0,162.52
ORD000806,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000807,P0063,Sports,1,25.19,0.1,22.67
ORD000808,P0019,Electronics,2,753.99,0.0,1507.98
ORD000808,P0027,Home & Garden,1,77.74,0.05,73.85
ORD000809,P0078,Sports,1,64.33,0.0,64.33
ORD000810,P0113,Books & Media,1,10.97,0.05,10.42
ORD000811,P0011,Electronics,1,733.95,0.0,733.95
ORD000811,P0097,Beauty,1,37.48,0.0,37.48
ORD000811,P0017,Electronics,1,504.79,0.0,504.79
ORD000812,P0005,Electronics,2,407.63,0.05,774.5
ORD000812,P0050,Fashion,1,175.37,0.0,175.37
ORD000813,P0043,Fashion,1,83.9,0.15,71.32
ORD000813,P0058,Fashion,2,166.02,0.0,332.04
ORD000814,P0046,Fashion,3,37.54,0.05,106.99
ORD000815,P0092,Beauty,1,118.26,0.0,118.26
ORD000815,P0071,Sports,1,179.47,0.05,170.5
ORD000815,P0082,Beauty,1,35.18,0.05,33.42
ORD000816,P0102,Books & Media,1,52.13,0.0,52.13
ORD000816,P0029,Home & Garden,1,55.22,0.05,52.46
ORD000816,P0040,Home & Garden,2,77.25,0.1,139.05
ORD000817,P0074,Sports,2,200.27,0.0,400.54
ORD000818,P0038,Home & Garden,1,169.03,0.0,169.03
ORD000818,P0097,Beauty,1,37.48,0.0,37.48
ORD000818,P0118,Books & Media,2,20.23,0.1,36.41
ORD000818,P0015,Electronics,1,769.37,0.15,653.96
ORD000819,P0074,Sports,3,200.27,0.0,600.81
ORD000820,P0024,Home & Garden,1,38.74,0.0,38.74
ORD000820,P0064,Sports,3,31.33,0.05,89.29
ORD000821,P0078,Sports,2,64.33,0.0,128.66
ORD000821,P0051,Fashion,1,21.84,0.0,21.84
ORD000822,P0055,Fashion,1,92.6,0.0,92.6
ORD000823,P0117,Books & Media,2,38.94,0.05,73.99
ORD000824,P0021,Home & Garden,1,180.57,0.0,180.57
ORD000824,P0018,Electronics,1,370.75,0.1,333.68
ORD000825,P0023,Home & Garden,1,33.75,0.15,28.69
ORD000826,P0050,Fashion,1,175.37,0.0,175.37
ORD000827,P0079,Sports,1,134.88,0.0,134.88
ORD000827,P0049,Fashion,1,179.38,0.1,161.44
ORD000827,P0105,Books & Media,1,27.71,0.15,23.55
ORD000828,P0069,Sports,2,47.49,0.1,85.48
ORD000829,P0081,Beauty,2,17.81,0.15,30.28
ORD000829,P0114,Books & Media,1,34.15,0.0,34.15
ORD000830,P0052,Fashion,1,129.07,0.0,129.07
ORD000830,P0073,Sports,1,162.52,0.0,162.52
ORD000831,P0110,Books & Media,2,16.05,0.1,28.89
ORD000832,P0025,Home & Garden,2,164.39,0.0,328.78
ORD000833,P0045,Fashion,1,34.55,0.0,34.55
ORD000833,P0043,Fashion,1,83.9,0.0,83.9
ORD000834,P0097,Beauty,1,37.48,0.0,37.48
ORD000834,P0032,Home & Garden,1,145.88,0.0,145.88
ORD000835,P0040,Home & Garden,1,77.25,0.0,77.25
ORD000835,P0074,Sports,2,200.27,0.0,400.54
ORD000836,P0021,Home & Garden,1,180.57,0.05,171.54
ORD000836,P0007,Electronics,1,71.56,0.05,67.98
ORD000837,P0086,Beauty,1,112.91,0.1,101.62
ORD000837,P0042,Fashion,3,113.53,0.15,289.5
ORD000837,P0048,Fashion,1,30.16,0.0,30.16
ORD000838,P0107,Books & Media,2,31.66,0.1,56.99
ORD000838,P0029,Home & Garden,1,55.22,0.1,49.7
ORD000838,P0063,Sports,2,25.19,0.05,47.86
ORD000838,P0041,Fashion,1,109.82,0.0,109.82
ORD000838,P0013,Electronics,1,862.63,0.05,819.5
ORD000839,P0039,Home & Garden,1,229.92,0.05,218.42
ORD000839,P0051,Fashion,1,21.84,0.0,21.84
ORD000840,P0120,Books & Media,1,38.91,0.05,36.96
ORD000840,P0071,Sports,1,179.47,0.0,179.47
ORD000840,P0031,Home & Garden,3,247.54,0.1,668.36
ORD000841,P0087,Beauty,3,61.99,0.05,176.67
ORD000841,P0009,Electronics,1,236.37,0.05,224.55
ORD000842,P0046,Fashion,1,37.54,0.1,33.79
ORD000842,P0106,Books & Media,3,21.79,0.0,65.37
ORD000843,P0051,Fashion,2,21.84,0.0,43.68
ORD000843,P0001,Electronics,2,592.51,0.0,1185.02
ORD000843,P0041,Fashion,3,109.82,0.0,329.46
ORD000844,P0051,Fashion,2,21.84,0.1,39.31
ORD000844,P0062,Sports,2,278.05,0.2,444.88
ORD000845,P0063,Sports,2,25.19,0.1,45.34
ORD000846,P0120,Books & Media,1,38.91,0.05,36.96
ORD000847,P0018,Electronics,1,370.75,0.15,315.14
ORD000848,P0101,Books & Media,1,58.39,0.0,58.39
ORD000848,P0085,Beauty,1,33.57,0.1,30.21
ORD000848,P0095,Beauty,2,30.92,0.1,55.66
ORD000848,P0005,Electronics,1,407.63,0.1,366.87
ORD000849,P0110,Books & Media,1,16.05,0.0,16.05
ORD000849,P0007,Electronics,2,71.56,0.0,143.12
ORD000850,P0021,Home & Garden,3,180.57,0.1,487.54
ORD000850,P0110,Books & Media,1,16.05,0.1,14.44
ORD000851,P0091,Beauty,1,90.2,0.0,90.2
ORD000851,P0042,Fashion,1,113.53,0.0,113.53
ORD000852,P0100,Beauty,1,119.92,0.15,101.93
ORD000852,P0011,Electronics,1,733.95,0.05,697.25
ORD000852,P0004,Electronics,3,807.35,0.0,2422.05
ORD000852,P0044,Fashion,1,179.61,0.0,179.61
ORD000852,P0008,Electronics,2,601.4,0.1,1082.52
ORD000853,P0074,Sports,1,200.27,0.1,180.24
ORD000853,P0104,Books & Media,3,28.85,0.05,82.22
ORD000854,P0015,Electronics,1,769.37,0.15,653.96
ORD000854,P0071,Sports,2,179.47,0.0,358.94
ORD000854,P0055,Fashion,2,92.6,0.0,185.2
ORD000854,P0057,Fashion,1,100.09,0.0,100.09
ORD000855,P0095,Beauty,2,30.92,0.0,61.84
ORD000855,P0029,Home & Garden,2,55.22,0.1,99.4
ORD000856,P0041,Fashion,3,109.82,0.0,329.46
ORD000856,P0091,Beauty,2,90.2,0.05,171.38
ORD000856,P0025,Home & Garden,2,164.39,0.0,328.78
ORD000857,P0090,Beauty,3,56.59,0.0,169.77
ORD000858,P0023,Home & Garden,2,33.75,0.0,67.5
ORD000858,P0081,Beauty,1,17.81,0.2,14.25
ORD000858,P0110,Books & Media,1,16.05,0.05,15.25
ORD000858,P0016,Electronics,1,735.06,0.15,624.8
ORD000859,P0050,Fashion,1,175.37,0.0,175.37
ORD000859,P0071,Sports,1,179.47,0.0,179.47
ORD000859,P0011,Electronics,2,733.95,0.0,1467.9
ORD000859,P0048,Fashion,1,30.16,0.05,28.65
