customer_id,country,city,join_date,segment,age_group,acquisition_channel
C00430,Germany,Frankfurt,2023-02-28,Regular,55+,Social Media
C00431,Germany,Stuttgart,2023-08-14,Regular,45-54,Organic
C00432,Netherlands,Utrecht,2023-01-17,Regular,35-44,Organic
C00433,Belgium,Brussels,2023-05-02,New,55+,Social Media
C00434,France,Paris,2023-03-13,VIP,25-34,Organic
C00435,Switzerland,Basel,2023-05-24,Regular,25-34,Social Media
C00436,Austria,Graz,2023-10-21,Regular,55+,Organic
C00437,Germany,Stuttgart,2023-07-30,Churned,35-44,Paid Search
C00438,Germany,Hamburg,2023-03-16,VIP,25-34,Email
C00439,Belgium,Brussels,2023-10-23,Regular,45-54,Email
C00440,Belgium,Brussels,2023-02-17,Regular,35-44,Social Media
C00441,Belgium,Antwerp,2023-06-17,Regular,18-24,Email
C00442,Switzerland,Zurich,2023-10-01,Regular,45-54,Paid Search
C00443,Belgium,Antwerp,2023-06-15,VIP,35-44,Referral
C00444,Germany,Frankfurt,2023-09-06,VIP,18-24,Organic
C00445,Germany,Cologne,2023-08-24,New,25-34,Email
C00446,Belgium,Brussels,2023-08-08,New,25-34,Social Media
C00447,Germany,Stuttgart,2023-05-21,New,35-44,Social Media
C00448,Germany,Munich,2023-03-26,New,35-44,Paid Search
C00449,France,Marseille,2023-02-16,VIP,18-24,Paid Search
C00450,Belgium,Brussels,2023-03-09,Regular,55+,Email
C00451,Germany,Berlin,2023-06-25,VIP,45-54,Paid Search
C00452,Belgium,Brussels,2023-04-28,Regular,18-24,Organic
C00453,Switzerland,Geneva,2023-06-03,New,25-34,Paid Search
C00454,Germany,Frankfurt,2023-10-16,New,25-34,Email
C00455,Switzerland,Basel,2023-04-20,Regular,25-34,Email
C00456,Belgium,Brussels,2023-02-14,Churned,25-34,Organic
C00457,France,Lyon,2023-08-08,Regular,25-34,Paid Search
C00458,Austria,Salzburg,2023-02-13,New,55+,Referral
C00459,Austria,Salzburg,2023-01-14,VIP,35-44,Paid Search
C00460,Netherlands,Eindhoven,2023-06-01,Regular,25-34,Email
C00461,France,Paris,2023-05-04,Regular,55+,Organic
C00462,Germany,Munich,2023-06-12,New,55+,Email
C00463,Switzerland,Basel,2023-03-30,VIP,18-24,Organic
C00464,Germany,Berlin,2023-05-15,New,18-24,Email
C00465,Austria,Salzburg,2023-09-14,VIP,45-54,Email
C00466,Germany,Cologne,2023-10-02,Regular,25-34,Social Media
C00467,Germany,Munich,2023-02-10,Regular,25-34,Paid Search
C00468,Switzerland,Geneva,2023-10-28,Regular,18-24,Social Media
C00469,France,Marseille,2023-05-03,New,18-24,Email
C00470,Germany,Bremen,2023-01-29,Regular,25-34,Organic
C00471,Germany,Cologne,2023-03-12,VIP,25-34,Email
C00472,Switzerland,Basel,2023-09-22,VIP,35-44,Paid Search
C00473,Switzerland,Zurich,2023-05-18,VIP,18-24,Organic
C00474,Switzerland,Geneva,2023-05-20,Regular,35-44,Referral
C00475,Germany,Bremen,2023-08-22,Regular,18-24,Email
C00476,Germany,Munich,2023-03-22,Regular,18-24,Referral
C00477,Germany,Hamburg,2023-09-18,New,18-24,Paid Search
C00478,Germany,Bremen,2023-07-06,Regular,25-34,Paid Search
C00479,Germany,Frankfurt,2023-08-03,New,25-34,Email
C00480,Switzerland,Geneva,2023-02-09,Regular,18-24,Referral
C00481,Germany,Hamburg,2023-04-25,VIP,18-24,Email
C00482,Germany,Bremen,2023-05-25,VIP,35-44,Social Media
C00483,Germany,Frankfurt,2023-08-22,New,25-34,Social Media
C00484,Austria,Salzburg,2023-05-05,Regular,55+,Email
C00485,Netherlands,Rotterdam,2023-03-19,New,45-54,Organic
C00486,Netherlands,Utrecht,2023-01-05,Churned,18-24,Email
C00487,Austria,Vienna,2023-04-16,Regular,25-34,Email
C00488,Belgium,Brussels,2023-03-14,VIP,18-24,Organic
C00489,Netherlands,Eindhoven,2023-07-10,Regular,18-24,Referral
C00490,Germany,Frankfurt,2023-03-10,Regular,45-54,Organic
C00491,Germany,Bremen,2023-03-08,New,35-44,Social Media
C00492,France,Marseille,2023-06-17,Regular,35-44,Paid Search
C00493,Germany,Hamburg,2023-03-11,VIP,55+,Organic
C00494,Germany,Berlin,2023-03-26,Regular,35-44,Email
C00495,Germany,Frankfurt,2023-07-03,Churned,25-34,Email
C00496,Austria,Graz,2023-05-16,Churned,18-24,Paid Search
C00497,Austria,Salzburg,2023-01-21,New,35-44,Paid Search
C00498,Germany,Cologne,2023-05-08,Churned,45-54,Referral
C00499,Germany,Cologne,2023-06-03,Regular,25-34,Organic
C00500,France,Lyon,2023-10-12,VIP,25-34,Organic
C00501,Belgium,Brussels,2023-03-13,New,18-24,Paid Search
C00502,Germany,Hamburg,2023-07-25,Regular,18-24,Referral
C00503,Austria,Vienna,2023-01-12,Churned,25-34,Email
C00504,Germany,Berlin,2023-06-19,New,45-54,Organic
C00505,Germany,Frankfurt,2023-08-10,VIP,45-54,Email
C00506,Germany,Bremen,2023-08-07,New,25-34,Paid Search
C00507,Austria,Graz,2023-08-17,Churned,18-24,Referral
C00508,Netherlands,Utrecht,2023-09-13,Regular,55+,Email
C00509,Germany,Berlin,2023-05-24,Regular,45-54,Paid Search
C00510,Netherlands,Amsterdam,2023-07-15,VIP,35-44,Email
C00511,Belgium,Antwerp,2023-10-17,Regular,45-54,Social Media
C00512,Germany,Berlin,2023-06-13,Regular,18-24,Social Media
C00513,Germany,Stuttgart,2023-08-30,Regular,55+,Paid Search
C00514,Germany,Berlin,2023-05-07,Regular,35-44,Referral
C00515,Germany,Stuttgart,2023-04-23,Regular,45-54,Social Media
C00516,Germany,Hamburg,2023-05-02,Regular,35-44,Referral
C00517,Germany,Cologne,2023-06-30,Churned,55+,Paid Search
C00518,Netherlands,Eindhoven,2023-10-05,Regular,45-54,Organic
C00519,Germany,Berlin,2023-04-30,Regular,18-24,Referral
C00520,Belgium,Brussels,2023-06-19,Churned,25-34,Paid Search
C00521,Switzerland,Basel,2023-04-01,Churned,35-44,Organic
C00522,Germany,Hamburg,2023-10-28,VIP,25-34,Organic
C00523,Switzerland,Zurich,2023-07-11,VIP,45-54,Referral
C00524,Germany,Munich,2023-06-04,Regular,25-34,Email
C00525,Belgium,Ghent,2023-06-12,New,55+,Referral
C00526,Switzerland,Zurich,2023-03-31,Regular,35-44,Paid Search
C00527,Germany,Cologne,2023-01-01,Churned,55+,Email
C00528,Germany,Hamburg,2023-06-12,Churned,55+,Paid Search
C00529,Germany,Bremen,2023-03-14,Regular,18-24,Paid Search
C00530,Switzerland,Geneva,2023-03-27,Regular,18-24,Social Media
C00531,Belgium,Brussels,2023-05-16,New,18-24,Social Media
C00532,Austria,Vienna,2023-01-01,New,45-54,Email
C00533,Germany,Bremen,2023-09-10,Churned,35-44,Referral
C00534,France,Paris,2023-09-03,VIP,55+,Paid Search
C00535,Germany,Bremen,2023-02-07,VIP,18-24,Social Media
C00536,Germany,Munich,2023-05-14,Churned,18-24,Social Media
C00537,Germany,Bremen,2023-03-24,VIP,55+,Organic
C00538,Switzerland,Basel,2023-09-05,VIP,45-54,Paid Search
C00539,France,Paris,2023-01-28,New,25-34,Paid Search
C00540,France,Marseille,2023-10-11,VIP,55+,Social Media
C00541,Austria,Graz,2023-05-02,New,45-54,Referral
C00542,Belgium,Brussels,2023-01-28,Regular,45-54,Organic
C00543,Austria,Salzburg,2023-09-03,New,18-24,Paid Search
C00544,Germany,Cologne,2023-05-30,Churned,45-54,Organic
C00545,Austria,Graz,2023-08-30,Regular,35-44,Organic
C00546,France,Paris,2023-07-09,Churned,35-44,Paid Search
C00547,Belgium,Brussels,2023-05-15,Regular,35-44,Paid Search
C00548,Austria,Salzburg,2023-02-01,New,18-24,Organic
C00549,Switzerland,Basel,2023-07-31,Churned,55+,Paid Search
C00550,Germany,Stuttgart,2023-07-18,VIP,45-54,Referral
C00551,Belgium,Ghent,2023-05-01,Regular,18-24,Email
C00552,Germany,Frankfurt,2023-10-20,Churned,55+,Referral
C00553,Germany,Berlin,2023-08-18,New,25-34,Paid Search
C00554,Netherlands,Rotterdam,2023-01-22,Regular,45-54,Paid Search
C00555,Germany,Stuttgart,2023-05-13,Regular,18-24,Organic
C00556,France,Marseille,2023-07-23,Regular,35-44,Referral
C00557,Belgium,Brussels,2023-10-28,Regular,45-54,Organic
C00558,France,Paris,2023-03-17,Regular,55+,Organic
C00559,Germany,Frankfurt,2023-02-21,VIP,55+,Social Media
C00560,France,Lyon,2023-07-16,Regular,55+,Referral
C00561,Belgium,Brussels,2023-03-30,Regular,25-34,Referral
C00562,France,Paris,2023-07-22,Churned,35-44,Paid Search
C00563,Germany,Cologne,2023-09-01,Churned,35-44,Organic
C00564,Switzerland,Geneva,2023-06-09,Regular,45-54,Organic
C00565,Netherlands,Rotterdam,2023-06-03,Churned,45-54,Social Media
C00566,Austria,Salzburg,2023-08-02,Regular,18-24,Paid Search
C00567,Belgium,Brussels,2023-07-28,VIP,55+,Social Media
C00568,Germany,Frankfurt,2023-03-23,New,55+,Email
C00569,Germany,Stuttgart,2023-09-26,Churned,18-24,Paid Search
C00570,Netherlands,Rotterdam,2023-01-30,New,45-54,Organic
C00571,Switzerland,Basel,2023-04-12,Regular,45-54,Referral
C00572,France,Marseille,2023-03-05,Regular,25-34,Social Media
C00573,Belgium,Ghent,2023-08-17,New,45-54,Referral
C00574,Switzerland,Geneva,2023-03-25,VIP,35-44,Organic
C00575,Austria,Vienna,2023-07-17,New,55+,Paid Search
C00576,Netherlands,Rotterdam,2023-04-16,Regular,45-54,Referral
C00577,Germany,Stuttgart,2023-01-05,Regular,25-34,Paid Search
C00578,Germany,Hamburg,2023-05-10,Regular,35-44,Social Media
C00579,France,Lyon,2023-06-28,Regular,25-34,Email
C00580,Austria,Salzburg,2023-09-24,VIP,45-54,Referral
C00581,Germany,Berlin,2023-09-19,Churned,35-44,Referral
C00582,Austria,Graz,2023-02-25,Regular,35-44,Social Media
C00583,Switzerland,Geneva,2023-05-14,Regular,35-44,Paid Search
C00584,Germany,Frankfurt,2023-05-04,Churned,55+,Email
C00585,Switzerland,Basel,2023-03-13,VIP,45-54,Social Media
C00586,Austria,Graz,2023-07-27,Regular,18-24,Referral
C00587,Netherlands,Utrecht,2023-04-24,Regular,45-54,Social Media
C00588,Austria,Vienna,2023-10-13,New,18-24,Email
C00589,Germany,Cologne,2023-05-13,VIP,55+,Paid Search
C00590,Switzerland,Basel,2023-02-15,New,25-34,Social Media
C00591,France,Lyon,2023-07-10,Regular,35-44,Email
C00592,Germany,Bremen,2023-01-28,Churned,55+,Referral
C00593,Germany,Bremen,2023-04-10,Regular,45-54,Referral
C00594,Austria,Graz,2023-01-28,Churned,25-34,Paid Search
C00595,Netherlands,Utrecht,2023-07-29,Churned,45-54,Paid Search
C00596,Switzerland,Basel,2023-04-03,VIP,45-54,Social Media
C00597,Germany,Munich,2023-01-30,New,35-44,Paid Search
C00598,Germany,Frankfurt,2023-03-23,Regular,18-24,Paid Search
C00599,France,Marseille,2023-08-08,Regular,45-54,Email
C00600,Germany,Berlin,2023-10-01,New,35-44,Organic
C00601,Switzerland,Basel,2023-04-08,New,18-24,Paid Search
C00602,Netherlands,Utrecht,2023-06-09,New,45-54,Referral
C00603,Austria,Vienna,2023-02-03,VIP,35-44,Social Media
C00604,Belgium,Ghent,2023-09-24,Regular,35-44,Email
C00605,Germany,Munich,2023-09-08,Regular,25-34,Paid Search
C00606,France,Paris,2023-04-27,New,25-34,Paid Search
C00607,Germany,Frankfurt,2023-09-16,New,35-44,Organic
C00608,France,Marseille,2023-05-11,VIP,55+,Organic
C00609,Germany,Cologne,2023-02-25,Regular,18-24,Organic
C00610,Germany,Bremen,2023-08-16,Regular,55+,Social Media
C00611,Belgium,Ghent,2023-03-20,New,18-24,Social Media
C00612,France,Marseille,2023-02-21,Regular,35-44,Referral
C00613,Germany,Bremen,2023-02-23,Regular,55+,Organic
C00614,Austria,Vienna,2023-02-24,Regular,55+,Paid Search
C00615,Austria,Salzburg,2023-04-14,Regular,45-54,Social Media
C00616,Germany,Berlin,2023-10-08,Regular,25-34,Email
C00617,Switzerland,Zurich,2023-01-02,New,18-24,Organic
C00618,Belgium,Brussels,2023-02-16,VIP,18-24,Organic
C00619,Austria,Salzburg,2023-04-29,Regular,35-44,Social Media
C00620,Belgium,Brussels,2023-02-21,VIP,18-24,Social Media
C00621,Switzerland,Basel,2023-06-10,Regular,18-24,Organic
C00622,Germany,Berlin,2023-03-12,Regular,25-34,Social Media
C00623,Switzerland,Geneva,2023-05-18,Churned,18-24,Social Media
C00624,Switzerland,Zurich,2023-02-28,Regular,45-54,Social Media
C00625,France,Marseille,2023-09-02,VIP,25-34,Organic
C00626,Germany,Cologne,2023-01-31,Churned,25-34,Organic
C00627,France,Marseille,2023-09-05,VIP,45-54,Paid Search
C00628,France,Lyon,2023-01-15,Churned,25-34,Email
C00629,Belgium,Brussels,2023-07-30,Regular,18-24,Social Media
C00630,Switzerland,Zurich,2023-09-26,VIP,55+,Referral
C00631,Netherlands,Utrecht,2023-09-23,Regular,55+,Organic
C00632,France,Marseille,2023-05-08,Regular,45-54,Paid Search
C00633,Germany,Berlin,2023-03-22,Regular,45-54,Email
C00634,Germany,Berlin,2023-09-09,Regular,35-44,Social Media
C00635,Germany,Frankfurt,2023-04-25,Regular,45-54,Email
C00636,Netherlands,Amsterdam,2023-08-24,Regular,55+,Email
C00637,Germany,Stuttgart,2023-09-13,Regular,18-24,Email
C00638,Germany,Berlin,2023-07-26,Regular,55+,Referral
C00639,Germany,Stuttgart,2023-02-16,VIP,55+,Social Media
C00640,Netherlands,Eindhoven,2023-06-24,Regular,18-24,Paid Search
C00641,Belgium,Antwerp,2023-10-14,VIP,55+,Email
C00642,Switzerland,Basel,2023-08-20,New,25-34,Organic
C00643,Switzerland,Geneva,2023-05-30,Regular,35-44,Organic
C00644,Germany,Hamburg,2023-09-10,New,45-54,Organic
C00645,Austria,Salzburg,2023-04-11,New,45-54,Paid Search
C00646,Belgium,Brussels,2023-06-23,New,45-54,Organic
C00647,Germany,Stuttgart,2023-08-19,Regular,55+,Referral
C00648,Germany,Bremen,2023-01-03,Regular,18-24,Referral
C00649,France,Marseille,2023-09-05,Churned,25-34,Referral
C00650,Germany,Cologne,2023-03-07,New,55+,Referral
C00651,Switzerland,Basel,2023-07-16,Regular,55+,Paid Search
C00652,Austria,Graz,2023-06-25,Churned,45-54,Paid Search
C00653,Germany,Bremen,2023-09-20,Regular,55+,Social Media
C00654,Netherlands,Rotterdam,2023-04-18,Regular,35-44,Social Media
C00655,Germany,Cologne,2023-04-02,Regular,35-44,Organic
C00656,Switzerland,Basel,2023-09-03,Regular,45-54,Referral
C00657,Austria,Graz,2023-01-07,Regular,18-24,Email
C00658,Germany,Berlin,2023-01-29,New,25-34,Social Media
C00659,Austria,Vienna,2023-02-01,Regular,35-44,Paid Search
C00660,Germany,Munich,2023-08-20,New,55+,Paid Search
C00661,France,Paris,2023-09-19,VIP,35-44,Organic
C00662,France,Lyon,2023-08-02,Churned,35-44,Referral
C00663,Germany,Berlin,2023-05-09,New,45-54,Paid Search
C00664,Switzerland,Basel,2023-10-07,VIP,25-34,Paid Search
C00665,Austria,Graz,2023-04-01,Churned,18-24,Paid Search
C00666,Germany,Cologne,2023-09-21,New,18-24,Email
C00667,Austria,Salzburg,2023-05-16,New,55+,Social Media
C00668,Germany,Munich,2023-08-27,VIP,25-34,Organic
C00669,Germany,Munich,2023-01-27,VIP,55+,Social Media
C00670,Belgium,Ghent,2023-10-09,Regular,35-44,Referral
C00671,Netherlands,Rotterdam,2023-09-24,New,55+,Paid Search
C00672,France,Marseille,2023-10-02,Regular,35-44,Paid Search
C00673,Netherlands,Utrecht,2023-06-19,Regular,25-34,Referral
C00674,Belgium,Ghent,2023-01-05,New,35-44,Email
C00675,Netherlands,Rotterdam,2023-01-21,Regular,35-44,Email
C00676,Germany,Bremen,2023-05-12,Regular,35-44,Organic
C00677,Switzerland,Basel,2023-09-18,Regular,18-24,Social Media
C00678,Netherlands,Utrecht,2023-09-21,New,18-24,Paid Search
C00679,Germany,Cologne,2023-02-03,New,25-34,Email
C00680,Germany,Hamburg,2023-10-03,VIP,45-54,Organic
C00681,Germany,Berlin,2023-08-24,VIP,18-24,Organic
C00682,Germany,Berlin,2023-04-02,VIP,55+,Organic
C00683,Netherlands,Utrecht,2023-07-28,Regular,45-54,Email
C00684,Switzerland,Zurich,2023-07-19,Regular,55+,Organic
C00685,Germany,Stuttgart,2023-10-27,New,18-24,Social Media
C00686,Germany,Munich,2023-06-04,Regular,35-44,Email
C00687,France,Lyon,2023-01-16,Regular,55+,Paid Search
C00688,Germany,Cologne,2023-07-20,VIP,55+,Social Media
C00689,Germany,Munich,2023-07-11,Churned,18-24,Referral
C00690,Germany,Berlin,2023-01-22,New,55+,Email
C00691,Germany,Munich,2023-04-18,VIP,35-44,Paid Search
C00692,France,Marseille,2023-09-20,New,25-34,Paid Search
C00693,Austria,Vienna,2023-02-28,New,55+,Organic
C00694,Belgium,Ghent,2023-10-09,New,18-24,Social Media
C00695,Germany,Hamburg,2023-10-25,Regular,35-44,Social Media
C00696,Germany,Cologne,2023-05-01,New,55+,Organic
C00697,Netherlands,Utrecht,2023-09-06,Regular,55+,Social Media
C00698,Germany,Frankfurt,2023-10-18,Regular,35-44,Email
C00699,Germany,Berlin,2023-06-10,New,25-34,Email
C00700,Austria,Graz,2023-03-10,Regular,35-44,Email
C00701,Belgium,Antwerp,2023-07-03,VIP,45-54,Referral
C00702,Germany,Hamburg,2023-02-11,VIP,25-34,Referral
C00703,Netherlands,Utrecht,2023-02-09,VIP,18-24,Referral
C00704,Germany,Stuttgart,2023-10-25,Regular,55+,Paid Search
C00705,Germany,Frankfurt,2023-05-14,Regular,55+,Email
C00706,Germany,Munich,2023-07-20,New,55+,Social Media
C00707,Germany,Bremen,2023-09-14,Regular,45-54,Social Media
C00708,Germany,Cologne,2023-05-03,VIP,55+,Paid Search
C00709,Germany,Bremen,2023-03-23,New,55+,Paid Search
C00710,Belgium,Antwerp,2023-01-21,New,45-54,Paid Search
C00711,Germany,Munich,2023-07-09,New,25-34,Referral
C00712,Switzerland,Geneva,2023-08-29,Churned,18-24,Organic
C00713,Switzerland,Zurich,2023-09-24,Regular,35-44,Social Media
C00714,Germany,Bremen,2023-07-13,Regular,18-24,Referral
C00715,Austria,Graz,2023-04-25,Regular,35-44,Social Media
C00716,Belgium,Antwerp,2023-01-04,Regular,25-34,Email
C00717,Germany,Hamburg,2023-02-09,Regular,35-44,Paid Search
C00718,Germany,Hamburg,2023-03-22,Regular,18-24,Paid Search
C00719,France,Lyon,2023-02-28,Regular,45-54,Email
C00720,Netherlands,Rotterdam,2023-07-30,New,18-24,Paid Search
C00721,Germany,Hamburg,2023-09-20,New,55+,Paid Search
C00722,Germany,Hamburg,2023-05-13,Churned,55+,Email
C00723,Germany,Cologne,2023-05-26,Churned,25-34,Email
C00724,Belgium,Antwerp,2023-03-29,New,45-54,Referral
C00725,Germany,Stuttgart,2023-10-26,VIP,25-34,Referral
C00726,Austria,Vienna,2023-06-25,Churned,55+,Referral
C00727,Germany,Hamburg,2023-07-13,Regular,18-24,Organic
C00728,Netherlands,Eindhoven,2023-03-18,Regular,25-34,Email
C00729,Germany,Stuttgart,2023-09-30,Regular,18-24,Organic
C00730,Belgium,Ghent,2023-03-08,Churned,55+,Organic
C00731,France,Marseille,2023-08-04,Regular,18-24,Referral
C00732,France,Paris,2023-09-04,VIP,45-54,Social Media
C00733,Germany,Bremen,2023-03-10,Regular,25-34,Organic
C00734,Austria,Salzburg,2023-10-06,Regular,25-34,Organic
C00735,Germany,Frankfurt,2023-09-25,New,18-24,Email
C00736,Netherlands,Utrecht,2023-07-29,Regular,25-34,Email
C00737,Austria,Graz,2023-10-02,Regular,35-44,Referral
C00738,Austria,Salzburg,2023-07-23,VIP,45-54,Referral
C00739,Belgium,Brussels,2023-07-09,Regular,45-54,Social Media
C00740,Austria,Salzburg,2023-06-26,VIP,45-54,Paid Search
C00741,Germany,Cologne,2023-04-28,Regular,25-34,Organic
C00742,Netherlands,Eindhoven,2023-06-23,VIP,55+,Organic
C00743,Germany,Bremen,2023-01-03,VIP,25-34,Email
C00744,France,Paris,2023-02-02,Regular,35-44,Organic
C00745,Germany,Cologne,2023-07-16,Churned,45-54,Referral
C00746,Austria,Salzburg,2023-01-30,Churned,25-34,Email
C00747,Belgium,Brussels,2023-04-14,Churned,55+,Social Media
C00748,Netherlands,Amsterdam,2023-09-19,Regular,25-34,Referral
C00749,Germany,Cologne,2023-01-19,Regular,18-24,Paid Search
C00750,Germany,Munich,2023-07-24,Regular,45-54,Email
C00751,Netherlands,Amsterdam,2023-02-05,Churned,55+,Social Media
C00752,Switzerland,Geneva,2023-05-22,New,25-34,Email
C00753,France,Marseille,2023-01-03,Regular,45-54,Referral
C00754,Germany,Frankfurt,2023-02-07,Regular,35-44,Organic
C00755,Austria,Salzburg,2023-10-22,Regular,45-54,Email
C00756,Belgium,Brussels,2023-06-23,Churned,45-54,Email
C00757,Germany,Bremen,2023-03-01,Regular,45-54,Paid Search
C00758,Netherlands,Utrecht,2023-07-31,Churned,55+,Referral
C00759,Germany,Cologne,2023-05-15,New,18-24,Email
C00760,Switzerland,Zurich,2023-10-11,Churned,45-54,Social Media
C00761,Switzerland,Zurich,2023-10-21,Regular,25-34,Email
C00762,Netherlands,Rotterdam,2023-05-04,Churned,25-34,Paid Search
C00763,Netherlands,Rotterdam,2023-07-02,New,18-24,Organic
C00764,Germany,Cologne,2023-09-10,Regular,55+,Organic
C00765,Belgium,Antwerp,2023-06-11,Regular,55+,Social Media
C00766,Belgium,Brussels,2023-09-19,Regular,25-34,Referral
C00767,Germany,Berlin,2023-09-27,VIP,45-54,Referral
C00768,Germany,Frankfurt,2023-06-27,Regular,25-34,Email
C00769,Germany,Cologne,2023-09-23,Regular,18-24,Organic
C00770,Netherlands,Eindhoven,2023-10-25,New,35-44,Referral
C00771,Austria,Vienna,2023-10-08,Regular,35-44,Email
C00772,Switzerland,Geneva,2023-04-05,Regular,25-34,Email
C00773,Switzerland,Geneva,2023-07-25,Regular,25-34,Referral
C00774,Germany,Frankfurt,2023-04-28,VIP,35-44,Paid Search
C00775,France,Lyon,2023-04-11,New,25-34,Email
C00776,Germany,Hamburg,2023-08-04,Regular,55+,Referral
C00777,Switzerland,Geneva,2023-06-03,Regular,55+,Organic
C00778,France,Paris,2023-03-25,New,35-44,Email
C00779,Germany,Bremen,2023-06-21,Regular,35-44,Referral
C00780,Austria,Graz,2023-01-11,Regular,35-44,Referral
C00781,Netherlands,Rotterdam,2023-05-26,Regular,55+,Email
C00782,Belgium,Brussels,2023-07-15,Regular,45-54,Paid Search
C00783,Germany,Cologne,2023-06-22,Regular,55+,Referral
C00784,France,Paris,2023-02-10,New,25-34,Social Media
C00785,Switzerland,Basel,2023-05-30,VIP,55+,Email
C00786,Austria,Graz,2023-07-05,VIP,55+,Email
C00787,France,Paris,2023-04-05,Churned,25-34,Paid Search
C00788,Austria,Salzburg,2023-02-10,New,45-54,Organic
C00789,Germany,Berlin,2023-08-31,Regular,18-24,Email
C00790,Germany,Berlin,2023-05-15,Regular,18-24,Email
C00791,Austria,Vienna,2023-05-07,VIP,45-54,Paid Search
C00792,Germany,Frankfurt,2023-03-29,New,35-44,Social Media
C00793,Belgium,Antwerp,2023-10-04,Churned,55+,Email
C00794,Germany,Cologne,2023-10-04,New,55+,Email
C00795,France,Marseille,2023-10-01,Regular,35-44,Email
C00796,Netherlands,Amsterdam,2023-08-15,Regular,45-54,Social Media
C00797,Germany,Munich,2023-01-06,New,25-34,Social Media
C00798,Austria,Graz,2023-10-01,New,45-54,Email
C00799,Austria,Vienna,2023-08-09,VIP,55+,Paid Search
C00800,Germany,Frankfurt,2023-07-11,New,55+,Email
C00801,France,Paris,2023-03-25,VIP,45-54,Email
C00802,Netherlands,Utrecht,2023-02-10,Regular,25-34,Referral
C00803,Austria,Graz,2023-09-30,VIP,45-54,Paid Search
C00804,Germany,Hamburg,2023-03-11,Regular,45-54,Referral
C00805,Belgium,Antwerp,2023-09-09,New,18-24,Paid Search
C00806,Germany,Frankfurt,2023-01-12,New,18-24,Social Media
C00807,Austria,Vienna,2023-08-13,VIP,25-34,Organic
C00808,Germany,Berlin,2023-09-10,New,45-54,Social Media
C00809,Belgium,Antwerp,2023-08-26,Regular,18-24,Social Media
C00810,Germany,Stuttgart,2023-03-16,New,45-54,Organic
C00811,Belgium,Brussels,2023-04-09,Churned,35-44,Email
C00812,Germany,Berlin,2023-05-08,Regular,45-54,Paid Search
C00813,Germany,Hamburg,2023-08-24,VIP,18-24,Referral
C00814,Netherlands,Eindhoven,2023-07-19,Regular,35-44,Social Media
C00815,Germany,Cologne,2023-01-22,VIP,55+,Referral
C00816,Germany,Munich,2023-09-04,Regular,25-34,Social Media
C00817,Germany,Stuttgart,2023-04-22,Churned,25-34,Email
C00818,Switzerland,Zurich,2023-03-27,VIP,55+,Organic
C00819,France,Paris,2023-01-05,Churned,55+,Email
C00820,Germany,Munich,2023-02-15,New,45-54,Organic
C00821,Switzerland,Basel,2023-01-31,New,25-34,Referral
C00822,Germany,Hamburg,2023-09-07,New,55+,Social Media
C00823,Belgium,Ghent,2023-04-09,New,45-54,Social Media
C00824,Germany,Munich,2023-01-21,Regular,45-54,Referral
C00825,Austria,Salzburg,2023-09-08,New,25-34,Referral
C00826,Switzerland,Geneva,2023-08-28,Regular,55+,Referral
C00827,Germany,Berlin,2023-09-29,New,35-44,Social Media
C00828,Switzerland,Geneva,2023-01-01,VIP,55+,Email
C00829,Germany,Berlin,2023-07-06,VIP,25-34,Social Media
C00830,Germany,Cologne,2023-10-03,VIP,25-34,Referral
C00831,Belgium,Ghent,2023-03-20,Regular,35-44,Email
C00832,Switzerland,Zurich,2023-02-19,Regular,18-24,Organic
C00833,Germany,Hamburg,2023-01-17,New,45-54,Paid Search
C00834,Germany,Berlin,2023-10-20,Regular,45-54,Email
C00835,Austria,Vienna,2023-07-07,New,18-24,Organic
C00836,Netherlands,Eindhoven,2023-02-10,Regular,18-24,Social Media
C00837,France,Lyon,2023-01-30,VIP,35-44,Referral
C00838,Germany,Cologne,2023-02-06,VIP,18-24,Paid Search
C00839,Germany,Berlin,2023-04-29,Regular,25-34,Paid Search
C00840,Netherlands,Rotterdam,2023-10-13,VIP,45-54,Organic
C00841,Switzerland,Basel,2023-08-23,VIP,45-54,Organic
C00842,Germany,Stuttgart,2023-04-03,Regular,55+,Social Media
C00843,Germany,Frankfurt,2023-08-15,Churned,35-44,Referral
C00844,Switzerland,Geneva,2023-07-31,VIP,45-54,Social Media
C00845,Netherlands,Rotterdam,2023-07-12,VIP,35-44,Social Media
C00846,Belgium,Antwerp,2023-07-23,New,18-24,Social Media
C00847,Germany,Frankfurt,2023-03-11,Churned,35-44,Organic
C00848,Austria,Vienna,2023-04-20,Churned,18-24,Social Media
C00849,Germany,Berlin,2023-01-20,Regular,25-34,Paid Search
C00850,Austria,Graz,2023-10-26,New,35-44,Social Media
C00851,Germany,Frankfurt,2023-07-24,Regular,25-34,Organic
C00852,Switzerland,Geneva,2023-03-30,Regular,55+,Organic
C00853,Austria,Vienna,2023-10-23,Regular,18-24,Social Media
C00854,Switzerland,Geneva,2023-08-02,Churned,18-24,Paid Search
C00855,Germany,Cologne,2023-07-15,New,55+,Organic
C00856,Switzerland,Basel,2023-10-17,New,55+,Paid Search
C00857,Germany,Berlin,2023-07-21,Churned,55+,Referral
C00858,Germany,Hamburg,2023-08-10,Regular,45-54,Paid Search
C00859,Germany,Munich,2023-02-12,Regular,18-24,Referral
