order_id,customer_id,order_date,order_month,quarter,status,channel,order_total,country,segment
ORD000834,C00225,2023-10-27,2023-10,Q4,Completed,Phone,183.36,Netherlands,New
ORD000835,C00813,2023-12-24,2023-12,Q4,Completed,Marketplace,477.79,Germany,VIP
ORD000836,C01804,2023-07-15,2023-07,Q3,Returned,Mobile App,239.52,Belgium,Regular
ORD000837,C00984,2023-07-07,2023-07,Q3,Completed,Phone,421.28,Germany,VIP
ORD000838,C00919,2023-02-18,2023-02,Q1,Returned,Website,1083.87,France,VIP
ORD000839,C01760,2023-05-16,2023-05,Q2,Completed,Website,240.26,Germany,New
ORD000840,C00530,2023-08-01,2023-08,Q3,Completed,Website,884.79,Switzerland,Regular
ORD000841,C01598,2023-08-27,2023-08,Q3,Completed,Website,401.22,Germany,VIP
ORD000842,C00522,2023-02-09,2023-02,Q1,Completed,Website,99.16,Germany,VIP
ORD000843,C00060,2023-02-18,2023-02,Q1,Completed,Phone,1558.16,Austria,VIP
ORD000844,C01570,2023-12-12,2023-12,Q4,Completed,Phone,484.19,Switzerland,Regular
ORD000845,C01043,2023-03-18,2023-03,Q1,Completed,Phone,45.34,Austria,Regular
ORD000846,C00264,2023-02-10,2023-02,Q1,Completed,Marketplace,36.96,Switzerland,VIP
ORD000847,C01527,2023-04-20,2023-04,Q2,Completed,Mobile App,315.14,Netherlands,Churned
ORD000848,C00505,2023-12-19,2023-12,Q4,Completed,Mobile App,511.13,Germany,VIP
ORD000849,C01149,2023-08-17,2023-08,Q3,Completed,Phone,159.17,Germany,Regular
ORD000850,C01478,2023-06-10,2023-06,Q2,Completed,Phone,501.98,Germany,Regular
ORD000851,C00686,2023-01-27,2023-01,Q1,Completed,Marketplace,203.73,Germany,Regular
ORD000852,C01863,2023-03-02,2023-03,Q1,Completed,Phone,4483.36,Germany,Regular
ORD000853,C00816,2023-04-11,2023-04,Q2,Completed,Marketplace,262.46,Germany,Regular
ORD000854,C01530,2023-06-10,2023-06,Q2,Completed,Mobile App,1298.19,Netherlands,VIP
ORD000855,C01629,2023-10-10,2023-10,Q4,Completed,Mobile App,161.24,Germany,Regular
ORD000856,C01866,2023-09-14,2023-09,Q3,Completed,Website,829.62,Germany,New
ORD000857,C00399,2023-08-04,2023-08,Q3,Completed,Phone,169.77,Germany,New
ORD000858,C01337,2023-12-20,2023-12,Q4,Returned,Phone,721.8,Belgium,Regular
ORD000859,C00604,2023-03-25,2023-03,Q1,Completed,Mobile App,1851.39,Belgium,Regular
ORD000860,C00612,2023-05-26,2023-05,Q2,Completed,Marketplace,213.61,France,Regular
ORD000861,C01901,2023-04-14,2023-04,Q2,Completed,Website,162.36,Belgium,New
ORD000862,C00278,2023-12-24,2023-12,Q4,Cancelled,Marketplace,273.91,France,VIP
ORD000863,C01121,2023-12-13,2023-12,Q4,Completed,Website,34.55,Germany,Regular
ORD000864,C01380,2023-05-18,2023-05,Q2,Completed,Phone,98.67,Belgium,Regular
ORD000865,C00744,2023-05-24,2023-05,Q2,Completed,Phone,3836.16,France,Regular
ORD000866,C01313,2023-10-01,2023-10,Q4,Completed,Marketplace,74.96,Belgium,VIP
ORD000867,C01031,2023-07-30,2023-07,Q3,Completed,Phone,330.4,France,VIP
ORD000868,C00871,2023-03-16,2023-03,Q1,Returned,Phone,653.06,Austria,New
ORD000869,C00026,2023-04-24,2023-04,Q2,Completed,Phone,131.29,France,Regular
ORD000870,C01992,2023-08-09,2023-08,Q3,Returned,Phone,441.9,Germany,Churned
ORD000871,C01476,2023-04-20,2023-04,Q2,Completed,Mobile App,234.84,Switzerland,Churned
ORD000872,C00471,2023-01-12,2023-01,Q1,Completed,Website,1329.21,Germany,VIP
ORD000873,C01132,2023-03-27,2023-03,Q1,Completed,Marketplace,480.18,Germany,VIP
ORD000874,C01150,2023-07-13,2023-07,Q3,Completed,Website,272.7,Germany,Regular
ORD000875,C01681,2023-11-28,2023-11,Q4,Completed,Marketplace,160.14,Netherlands,New
ORD000876,C01591,2023-03-13,2023-03,Q1,Returned,Marketplace,1006.84,Germany,VIP
ORD000877,C01685,2023-12-11,2023-12,Q4,Completed,Phone,657.87,Germany,Regular
ORD000878,C00964,2023-09-29,2023-09,Q3,Completed,Phone,189.6,Germany,VIP
ORD000879,C01319,2023-05-11,2023-05,Q2,Completed,Phone,218.26,France,Regular
ORD000880,C00963,2023-12-14,2023-12,Q4,Completed,Marketplace,459.84,France,Regular
ORD000881,C00587,2023-08-15,2023-08,Q3,Completed,Mobile App,35.66,Netherlands,Regular
ORD000882,C00540,2023-10-27,2023-10,Q4,Completed,Website,45.39,France,VIP
ORD000883,C00701,2023-02-03,2023-02,Q1,Completed,Mobile App,591.7,Belgium,VIP
ORD000884,C01086,2023-12-07,2023-12,Q4,Completed,Phone,1080.07,France,Regular
ORD000885,C01927,2023-11-20,2023-11,Q4,Returned,Mobile App,31.33,Austria,VIP
ORD000886,C00136,2023-12-11,2023-12,Q4,Completed,Mobile App,195.82,Switzerland,New
ORD000887,C01405,2023-09-29,2023-09,Q3,Completed,Phone,298.66,France,Regular
ORD000888,C00001,2023-08-01,2023-08,Q3,Completed,Website,16.19,France,Regular
ORD000889,C01573,2023-11-02,2023-11,Q4,Completed,Mobile App,350.71,Switzerland,VIP
ORD000890,C00489,2023-09-24,2023-09,Q3,Completed,Website,34.37,Netherlands,Regular
ORD000891,C01573,2023-02-05,2023-02,Q1,Completed,Phone,881.82,Switzerland,VIP
ORD000892,C00708,2023-04-21,2023-04,Q2,Completed,Website,327.65,Germany,VIP
ORD000893,C00540,2023-07-29,2023-07,Q3,Returned,Website,2035.77,France,VIP
ORD000894,C01546,2023-04-12,2023-04,Q2,Cancelled,Marketplace,48.41,Germany,VIP
ORD000895,C01471,2023-08-22,2023-08,Q3,Completed,Website,93.88,France,New
ORD000896,C00469,2023-03-23,2023-03,Q1,Completed,Marketplace,631.62,France,New
ORD000897,C01738,2023-12-15,2023-12,Q4,Cancelled,Mobile App,1088.68,Germany,Regular
ORD000898,C01607,2023-04-09,2023-04,Q2,Completed,Website,205.68,Germany,New
ORD000899,C00017,2023-05-29,2023-05,Q2,Completed,Marketplace,51.58,Germany,VIP
ORD000900,C00621,2023-05-29,2023-05,Q2,Completed,Mobile App,1850.31,Switzerland,Regular
ORD000901,C01402,2023-02-04,2023-02,Q1,Completed,Marketplace,127.83,Germany,Regular
ORD000902,C01874,2023-01-10,2023-01,Q1,Completed,Marketplace,160.2,France,New
ORD000903,C01608,2023-11-26,2023-11,Q4,Completed,Phone,3204.26,Belgium,Regular
ORD000904,C00471,2023-10-29,2023-10,Q4,Completed,Website,806.12,Germany,VIP
ORD000905,C00864,2023-03-15,2023-03,Q1,Completed,Marketplace,169.33,Switzerland,VIP
ORD000906,C01423,2023-04-18,2023-04,Q2,Completed,Marketplace,74.36,Germany,Churned
ORD000907,C00725,2023-12-18,2023-12,Q4,Completed,Phone,972.29,Germany,VIP
ORD000908,C00585,2023-04-06,2023-04,Q2,Completed,Website,210.41,Switzerland,VIP
ORD000909,C00593,2023-10-14,2023-10,Q4,Completed,Marketplace,435.1,Germany,Regular
ORD000910,C01796,2023-12-02,2023-12,Q4,Completed,Website,288.05,Switzerland,Regular
ORD000911,C00063,2023-12-10,2023-12,Q4,Returned,Mobile App,214.04,Switzerland,VIP
ORD000912,C01993,2023-10-16,2023-10,Q4,Cancelled,Mobile App,332.66,France,Regular
ORD000913,C01853,2023-10-09,2023-10,Q4,Completed,Mobile App,302.19,Germany,Regular
ORD000914,C00442,2023-05-18,2023-05,Q2,Completed,Phone,236.37,Switzerland,Regular
ORD000915,C01794,2023-06-21,2023-06,Q2,Completed,Marketplace,735.06,Germany,New
ORD000916,C01517,2023-01-24,2023-01,Q1,Completed,Marketplace,310.58,Germany,Regular
ORD000917,C01214,2023-09-02,2023-09,Q3,Completed,Phone,266.25,France,Regular
ORD000918,C01954,2023-01-02,2023-01,Q1,Completed,Mobile App,21.41,Netherlands,Regular
ORD000919,C00403,2023-06-01,2023-06,Q2,Completed,Marketplace,124.22,Germany,Regular
ORD000920,C01987,2023-05-22,2023-05,Q2,Returned,Mobile App,1142.66,Austria,Regular
ORD000921,C01945,2023-04-24,2023-04,Q2,Completed,Website,320.28,Germany,Regular
ORD000922,C00266,2023-04-01,2023-04,Q2,Cancelled,Mobile App,274.1,France,Regular
ORD000923,C01606,2023-04-26,2023-04,Q2,Completed,Mobile App,626.47,Netherlands,Regular
ORD000924,C01250,2023-03-13,2023-03,Q1,Completed,Mobile App,1309.88,Germany,New
ORD000925,C01714,2023-12-16,2023-12,Q4,Completed,Website,105.58,Germany,Regular
ORD000926,C02000,2023-09-17,2023-09,Q3,Completed,Phone,1802.13,Austria,Regular
ORD000927,C01678,2023-06-12,2023-06,Q2,Completed,Marketplace,47.49,Switzerland,Regular
ORD000928,C01747,2023-12-24,2023-12,Q4,Completed,Mobile App,419.8,France,VIP
ORD000929,C00728,2023-12-26,2023-12,Q4,Completed,Phone,224.41,Netherlands,Regular
ORD000930,C00609,2023-02-18,2023-02,Q1,Completed,Mobile App,700.76,Germany,Regular
ORD000931,C00060,2023-10-14,2023-10,Q4,Completed,Phone,635.14,Austria,VIP
ORD000932,C01213,2023-01-22,2023-01,Q1,Completed,Website,180.57,Germany,VIP
ORD000933,C00840,2023-06-16,2023-06,Q2,Completed,Phone,138.59,Netherlands,VIP
ORD000934,C00841,2023-05-25,2023-05,Q2,Completed,Marketplace,36.9,Switzerland,VIP
ORD000935,C00740,2023-03-04,2023-03,Q1,Completed,Website,494.23,Austria,VIP
ORD000936,C01510,2023-08-26,2023-08,Q3,Completed,Phone,1092.3,France,VIP
ORD000937,C00625,2023-03-26,2023-03,Q1,Completed,Website,463.41,France,VIP
ORD000938,C00066,2023-01-26,2023-01,Q1,Completed,Marketplace,631.23,Belgium,Regular
ORD000939,C00488,2023-07-02,2023-07,Q3,Completed,Marketplace,779.13,Belgium,VIP
ORD000940,C00002,2023-06-08,2023-06,Q2,Cancelled,Website,162.67,Netherlands,Regular
ORD000941,C01560,2023-10-26,2023-10,Q4,Completed,Mobile App,330.5,Belgium,VIP
ORD000942,C00589,2023-04-25,2023-04,Q2,Completed,Website,84.67,Germany,VIP
ORD000943,C00294,2023-11-26,2023-11,Q4,Completed,Marketplace,406.19,Belgium,Regular
ORD000944,C01205,2023-11-02,2023-11,Q4,Completed,Mobile App,386.99,Netherlands,New
ORD000945,C01521,2023-05-31,2023-05,Q2,Completed,Mobile App,260.0,Switzerland,Regular
ORD000946,C01045,2023-11-21,2023-11,Q4,Completed,Marketplace,194.44,Germany,VIP
ORD000947,C00698,2023-10-27,2023-10,Q4,Completed,Phone,29.98,Germany,Regular
ORD000948,C00137,2023-07-27,2023-07,Q3,Completed,Website,233.35,Belgium,Regular
ORD000949,C01581,2023-10-15,2023-10,Q4,Completed,Mobile App,248.0,Germany,Churned
ORD000950,C00579,2023-12-14,2023-12,Q4,Completed,Website,34.15,France,Regular
ORD000951,C00864,2023-09-16,2023-09,Q3,Completed,Website,179.47,Switzerland,VIP
ORD000952,C00164,2023-01-31,2023-01,Q1,Completed,Website,310.58,Switzerland,Regular
ORD000953,C00706,2023-05-16,2023-05,Q2,Completed,Website,251.7,Germany,New
ORD000954,C00919,2023-06-17,2023-06,Q2,Completed,Marketplace,28.85,France,VIP
ORD000955,C00966,2023-02-11,2023-02,Q1,Completed,Mobile App,895.38,Germany,VIP
ORD000956,C00919,2023-12-26,2023-12,Q4,Completed,Phone,378.93,France,VIP
ORD000957,C01501,2023-12-26,2023-12,Q4,Completed,Marketplace,521.24,France,New
ORD000958,C00186,2023-10-29,2023-10,Q4,Completed,Phone,1534.3,Germany,VIP
ORD000959,C00062,2023-07-26,2023-07,Q3,Completed,Phone,1651.56,Switzerland,VIP
ORD000960,C00913,2023-03-06,2023-03,Q1,Completed,Phone,62.69,Austria,VIP
ORD000961,C00493,2023-01-28,2023-01,Q1,Completed,Website,240.35,Germany,VIP
ORD000962,C00473,2023-11-15,2023-11,Q4,Completed,Phone,124.94,Switzerland,VIP
ORD000963,C00448,2023-10-15,2023-10,Q4,Completed,Phone,45.42,Germany,New
ORD000964,C01345,2023-01-25,2023-01,Q1,Completed,Website,1507.98,Netherlands,VIP
ORD000965,C01677,2023-04-26,2023-04,Q2,Completed,Website,518.36,Switzerland,Regular
ORD000966,C01618,2023-06-17,2023-06,Q2,Completed,Phone,603.23,Germany,VIP
ORD000967,C01892,2023-05-21,2023-05,Q2,Completed,Marketplace,695.41,Switzerland,Regular
ORD000968,C00621,2023-05-19,2023-05,Q2,Completed,Phone,67.98,Switzerland,Regular
ORD000969,C00708,2023-02-16,2023-02,Q1,Completed,Website,155.48,Germany,VIP
ORD000970,C01414,2023-02-25,2023-02,Q1,Completed,Mobile App,85.63,Belgium,Regular
ORD000971,C00841,2023-06-26,2023-06,Q2,Completed,Mobile App,417.4,Switzerland,VIP
ORD000972,C01682,2023-11-04,2023-11,Q4,Completed,Marketplace,53.2,Belgium,New
ORD000973,C00303,2023-07-06,2023-07,Q3,Completed,Website,373.61,Netherlands,Regular
ORD000974,C00354,2023-03-25,2023-03,Q1,Completed,Phone,3304.13,Austria,Regular
ORD000975,C01535,2023-11-13,2023-11,Q4,Completed,Website,256.46,France,Regular
ORD000976,C00951,2023-11-12,2023-11,Q4,Completed,Website,404.64,Germany,Regular
ORD000977,C00116,2023-12-19,2023-12,Q4,Completed,Mobile App,307.3,France,Churned
ORD000978,C00453,2023-06-10,2023-06,Q2,Completed,Mobile App,158.23,Switzerland,New
ORD000979,C01214,2023-07-17,2023-07,Q3,Returned,Marketplace,358.67,France,Regular
ORD000980,C01362,2023-07-06,2023-07,Q3,Completed,Marketplace,1633.86,Switzerland,VIP
ORD000981,C01372,2023-12-21,2023-12,Q4,Completed,Marketplace,47.56,Germany,Regular
ORD000982,C01646,2023-12-29,2023-12,Q4,Completed,Website,218.11,Germany,Regular
ORD000983,C00713,2023-11-19,2023-11,Q4,Completed,Mobile App,2317.04,Switzerland,Regular
ORD000984,C01031,2023-08-01,2023-08,Q3,Completed,Mobile App,243.81,France,VIP
ORD000985,C01693,2023-05-01,2023-05,Q2,Completed,Marketplace,986.17,Austria,Regular
ORD000986,C01187,2023-09-15,2023-09,Q3,Completed,Website,1588.86,Germany,VIP
ORD000987,C01470,2023-10-27,2023-10,Q4,Completed,Marketplace,769.37,Netherlands,Regular
ORD000988,C00435,2023-09-12,2023-09,Q3,Completed,Website,33.25,Switzerland,Regular
ORD000989,C01610,2023-02-25,2023-02,Q1,Completed,Phone,228.87,Germany,New
ORD000990,C01412,2023-01-10,2023-01,Q1,Completed,Website,122.75,Germany,VIP
ORD000991,C01012,2023-01-27,2023-01,Q1,Completed,Phone,18.21,Germany,Regular
ORD000992,C00668,2023-04-16,2023-04,Q2,Completed,Mobile App,579.46,Germany,VIP
ORD000993,C00008,2023-04-06,2023-04,Q2,Completed,Phone,884.34,Germany,Regular
ORD000994,C00235,2023-11-18,2023-11,Q4,Completed,Phone,1579.27,Switzerland,Regular
ORD000995,C01919,2023-03-21,2023-03,Q1,Returned,Mobile App,673.48,Austria,Regular
ORD000996,C00896,2023-12-24,2023-12,Q4,Completed,Website,737.02,Germany,Regular
ORD000997,C01072,2023-04-28,2023-04,Q2,Completed,Website,334.58,France,Regular
ORD000998,C00493,2023-04-03,2023-04,Q2,Completed,Marketplace,61.84,Germany,VIP
ORD000999,C00851,2023-08-14,2023-08,Q3,Completed,Phone,32.1,Germany,Regular
ORD001000,C01755,2023-07-18,2023-07,Q3,Completed,Marketplace,32.06,France,VIP
ORD001001,C01003,2023-06-12,2023-06,Q2,Completed,Website,463.88,Austria,Churned
ORD001002,C00548,2023-10-28,2023-10,Q4,Completed,Website,1088.39,Austria,New
ORD001003,C00929,2023-05-24,2023-05,Q2,Completed,Mobile App,499.2,Austria,Regular
ORD001004,C00062,2023-05-10,2023-05,Q2,Completed,Website,698.31,Switzerland,VIP
ORD001005,C01895,2023-08-21,2023-08,Q3,Completed,Phone,278.05,Germany,Regular
ORD001006,C01689,2023-10-29,2023-10,Q4,Completed,Website,290.67,Germany,VIP
ORD001007,C00439,2023-09-20,2023-09,Q3,Completed,Mobile App,110.44,Belgium,Regular
ORD001008,C01942,2023-03-13,2023-03,Q1,Completed,Marketplace,68.56,Switzerland,VIP
ORD001009,C00637,2023-09-10,2023-09,Q3,Completed,Mobile App,54.72,Germany,Regular
ORD001010,C01029,2023-09-22,2023-09,Q3,Returned,Phone,898.7,Belgium,VIP
ORD001011,C00741,2023-05-12,2023-05,Q2,Completed,Mobile App,1218.83,Germany,Regular
ORD001012,C00021,2023-11-15,2023-11,Q4,Completed,Mobile App,21.94,Austria,Regular
ORD001013,C00918,2023-10-03,2023-10,Q4,Completed,Website,160.14,Switzerland,VIP
ORD001014,C01467,2023-11-21,2023-11,Q4,Completed,Website,183.94,Switzerland,New
ORD001015,C00161,2023-10-24,2023-10,Q4,Completed,Website,61.7,France,Regular
ORD001016,C01082,2023-01-20,2023-01,Q1,Completed,Mobile App,52.84,Belgium,Regular
ORD001017,C01116,2023-10-17,2023-10,Q4,Completed,Website,73.99,Germany,Regular
ORD001018,C00180,2023-06-17,2023-06,Q2,Completed,Marketplace,164.39,Germany,VIP
ORD001019,C01824,2023-05-01,2023-05,Q2,Completed,Mobile App,52.46,Netherlands,Regular
ORD001020,C00829,2023-07-18,2023-07,Q3,Completed,Mobile App,716.29,Germany,VIP
ORD001021,C01009,2023-06-11,2023-06,Q2,Completed,Marketplace,116.24,Switzerland,Regular
ORD001022,C00708,2023-06-21,2023-06,Q2,Completed,Marketplace,1062.62,Germany,VIP
ORD001023,C01504,2023-02-02,2023-02,Q1,Completed,Marketplace,68.83,Germany,Regular
ORD001024,C01996,2023-11-16,2023-11,Q4,Completed,Phone,204.35,Switzerland,VIP
ORD001025,C00955,2023-10-06,2023-10,Q4,Completed,Mobile App,667.19,Switzerland,VIP
ORD001026,C00917,2023-06-21,2023-06,Q2,Completed,Phone,846.04,Austria,VIP
ORD001027,C01076,2023-04-28,2023-04,Q2,Completed,Mobile App,1054.5,Switzerland,VIP
ORD001028,C01536,2023-05-24,2023-05,Q2,Completed,Phone,1609.45,Germany,VIP
ORD001029,C00983,2023-04-03,2023-04,Q2,Completed,Phone,190.41,Belgium,New
ORD001030,C01487,2023-09-26,2023-09,Q3,Cancelled,Phone,139.73,Germany,Regular
ORD001031,C00895,2023-02-02,2023-02,Q1,Completed,Mobile App,753.99,France,Regular
ORD001032,C01573,2023-07-20,2023-07,Q3,Completed,Marketplace,399.61,Switzerland,VIP
ORD001033,C00845,2023-11-07,2023-11,Q4,Completed,Website,853.83,Netherlands,VIP
ORD001034,C00740,2023-09-11,2023-09,Q3,Returned,Marketplace,193.74,Austria,VIP
ORD001035,C00765,2023-12-27,2023-12,Q4,Completed,Mobile App,1215.7,Belgium,Regular
ORD001036,C01788,2023-03-26,2023-03,Q1,Completed,Website,38.91,Germany,VIP
ORD001037,C00225,2023-01-06,2023-01,Q1,Returned,Marketplace,124.94,Netherlands,New
ORD001038,C01599,2023-06-09,2023-06,Q2,Completed,Website,219.77,Germany,Regular
ORD001039,C00579,2023-11-19,2023-11,Q4,Completed,Marketplace,607.7,France,Regular
ORD001040,C01823,2023-09-11,2023-09,Q3,Completed,Marketplace,53.76,France,VIP
ORD001041,C01465,2023-10-23,2023-10,Q4,Completed,Website,126.42,Germany,VIP
ORD001042,C01265,2023-12-08,2023-12,Q4,Completed,Mobile App,368.37,Germany,New
ORD001043,C00194,2023-05-04,2023-05,Q2,Completed,Website,353.31,Belgium,New
ORD001044,C00824,2023-12-21,2023-12,Q4,Completed,Marketplace,98.82,Germany,Regular
ORD001045,C00986,2023-08-29,2023-08,Q3,Completed,Phone,110.11,Belgium,New
ORD001046,C01131,2023-01-27,2023-01,Q1,Returned,Phone,139.39,Austria,New
ORD001047,C01536,2023-02-19,2023-02,Q1,Completed,Website,1778.95,Germany,VIP
ORD001048,C01182,2023-11-12,2023-11,Q4,Completed,Mobile App,28.69,Germany,Regular
ORD001049,C00573,2023-09-29,2023-09,Q3,Completed,Marketplace,310.35,Belgium,New
ORD001050,C00604,2023-12-05,2023-12,Q4,Completed,Phone,134.23,Belgium,Regular
ORD001051,C00191,2023-07-05,2023-07,Q3,Completed,Website,917.02,Belgium,Regular
ORD001052,C00120,2023-01-11,2023-01,Q1,Completed,Marketplace,340.59,Germany,Regular
ORD001053,C00239,2023-12-21,2023-12,Q4,Completed,Phone,477.03,Austria,New
ORD001054,C01401,2023-02-07,2023-02,Q1,Completed,Mobile App,992.55,Austria,Regular
ORD001055,C01663,2023-07-13,2023-07,Q3,Completed,Mobile App,286.2,Austria,New
ORD001056,C01900,2023-01-15,2023-01,Q1,Completed,Marketplace,101.99,Austria,Regular
ORD001057,C00896,2023-05-08,2023-05,Q2,Completed,Marketplace,1988.55,Germany,Regular
ORD001058,C01305,2023-12-22,2023-12,Q4,Completed,Website,490.37,Germany,Regular
ORD001059,C00429,2023-12-19,2023-12,Q4,Completed,Marketplace,1201.37,Austria,Regular
ORD001060,C01743,2023-06-13,2023-06,Q2,Completed,Phone,1494.55,France,VIP
ORD001061,C00478,2023-06-09,2023-06,Q2,Completed,Phone,101.97,Germany,Regular
ORD001062,C01836,2023-12-30,2023-12,Q4,Completed,Website,164.23,Germany,Regular
ORD001063,C00049,2023-01-19,2023-01,Q1,Completed,Marketplace,290.69,France,VIP
ORD001064,C00541,2023-10-04,2023-10,Q4,Completed,Phone,678.59,Austria,New
ORD001065,C01674,2023-08-12,2023-08,Q3,Completed,Website,306.44,Germany,VIP
ORD001066,C00476,2023-11-23,2023-11,Q4,Completed,Phone,157.73,Germany,Regular
ORD001067,C00820,2023-11-26,2023-11,Q4,Completed,Phone,270.58,Germany,New
ORD001068,C01637,2023-10-16,2023-10,Q4,Completed,Mobile App,68.56,Germany,Regular
ORD001069,C00505,2023-11-20,2023-11,Q4,Completed,Marketplace,829.14,Germany,VIP
ORD001070,C01362,2023-10-14,2023-10,Q4,Completed,Mobile App,34.07,Switzerland,VIP
ORD001071,C00610,2023-04-06,2023-04,Q2,Completed,Phone,61.8,Germany,Regular
ORD001072,C01209,2023-05-15,2023-05,Q2,Completed,Phone,1568.91,Germany,Regular
ORD001073,C00559,2023-10-18,2023-10,Q4,Completed,Marketplace,113.55,Germany,VIP
ORD001074,C01638,2023-09-24,2023-09,Q3,Completed,Mobile App,1073.14,Germany,Regular
ORD001075,C00402,2023-10-22,2023-10,Q4,Completed,Marketplace,194.11,Germany,VIP
ORD001076,C00681,2023-02-04,2023-02,Q1,Completed,Mobile App,246.22,Germany,VIP
ORD001077,C00277,2023-09-30,2023-09,Q3,Completed,Phone,105.68,Austria,Regular
ORD001078,C00434,2023-12-03,2023-12,Q4,Completed,Marketplace,314.59,France,VIP
ORD001079,C00020,2023-04-19,2023-04,Q2,Completed,Mobile App,815.26,Germany,Regular
ORD001080,C00822,2023-01-27,2023-01,Q1,Completed,Website,208.56,Germany,New
ORD001081,C00768,2023-02-06,2023-02,Q1,Completed,Marketplace,298.84,Germany,Regular
ORD001082,C00799,2023-01-02,2023-01,Q1,Completed,Website,77.82,Austria,VIP
ORD001083,C01314,2023-05-18,2023-05,Q2,Cancelled,Phone,115.56,Netherlands,Regular
ORD001084,C01604,2023-02-08,2023-02,Q1,Completed,Marketplace,25.19,Belgium,Regular
ORD001085,C01486,2023-05-24,2023-05,Q2,Returned,Phone,1532.04,Belgium,New
ORD001086,C00392,2023-10-12,2023-10,Q4,Returned,Mobile App,864.32,Germany,VIP
ORD001087,C01771,2023-10-15,2023-10,Q4,Completed,Mobile App,2940.76,Germany,VIP
ORD001088,C01158,2023-02-11,2023-02,Q1,Completed,Phone,291.02,Germany,Regular
ORD001089,C01313,2023-07-23,2023-07,Q3,Completed,Website,236.37,Belgium,VIP
ORD001090,C01619,2023-04-30,2023-04,Q2,Completed,Mobile App,313.14,France,VIP
ORD001091,C01929,2023-06-07,2023-06,Q2,Cancelled,Website,66.42,France,VIP
ORD001092,C00731,2023-12-27,2023-12,Q4,Completed,Website,227.85,France,Regular
ORD001093,C00062,2023-07-20,2023-07,Q3,Completed,Mobile App,949.88,Switzerland,VIP
ORD001094,C01042,2023-12-15,2023-12,Q4,Completed,Marketplace,697.01,Germany,New
ORD001095,C00795,2023-03-06,2023-03,Q1,Returned,Phone,512.13,France,Regular
ORD001096,C01762,2023-07-15,2023-07,Q3,Completed,Marketplace,793.8,Netherlands,New
ORD001097,C01201,2023-12-03,2023-12,Q4,Returned,Phone,888.72,Switzerland,Regular
ORD001098,C01677,2023-05-08,2023-05,Q2,Completed,Mobile App,10.95,Switzerland,Regular
ORD001099,C00024,2023-06-12,2023-06,Q2,Completed,Phone,147.47,Germany,New
ORD001100,C00475,2023-01-30,2023-01,Q1,Returned,Phone,1836.26,Germany,Regular
ORD001101,C00109,2023-01-04,2023-01,Q1,Completed,Marketplace,234.11,Austria,VIP
ORD001102,C00954,2023-08-10,2023-08,Q3,Completed,Website,167.65,France,VIP
ORD001103,C00931,2023-04-03,2023-04,Q2,Completed,Marketplace,1191.71,Germany,VIP
ORD001104,C01929,2023-07-15,2023-07,Q3,Completed,Phone,960.31,France,VIP
ORD001105,C00789,2023-10-29,2023-10,Q4,Completed,Mobile App,676.42,Germany,Regular
ORD001106,C01006,2023-06-30,2023-06,Q2,Completed,Website,233.22,Austria,Regular
ORD001107,C01817,2023-05-10,2023-05,Q2,Completed,Mobile App,340.82,Switzerland,Regular
ORD001108,C01960,2023-09-07,2023-09,Q3,Completed,Marketplace,547.8,Germany,Regular
ORD001109,C00333,2023-12-27,2023-12,Q4,Completed,Website,698.37,Germany,Regular
ORD001110,C01164,2023-05-02,2023-05,Q2,Completed,Phone,358.94,France,VIP
ORD001111,C00614,2023-12-20,2023-12,Q4,Completed,Mobile App,1321.11,Austria,Regular
ORD001112,C00393,2023-02-04,2023-02,Q1,Completed,Mobile App,180.57,Belgium,VIP
ORD001113,C00570,2023-07-17,2023-07,Q3,Completed,Website,336.19,Netherlands,New
ORD001114,C00026,2023-05-07,2023-05,Q2,Completed,Marketplace,641.25,France,Regular
ORD001115,C01151,2023-07-05,2023-07,Q3,Completed,Mobile App,256.27,Germany,Churned
ORD001116,C00688,2023-03-04,2023-03,Q1,Returned,Phone,279.32,Germany,VIP
ORD001117,C00908,2023-05-20,2023-05,Q2,Returned,Marketplace,678.89,Austria,Regular
ORD001118,C00903,2023-07-13,2023-07,Q3,Completed,Phone,531.85,Netherlands,Regular
ORD001119,C01484,2023-08-30,2023-08,Q3,Completed,Marketplace,37.85,Germany,VIP
ORD001120,C00864,2023-11-08,2023-11,Q4,Completed,Mobile App,146.0,Switzerland,VIP
ORD001121,C00163,2023-11-04,2023-11,Q4,Completed,Marketplace,146.73,France,VIP
ORD001122,C00030,2023-05-19,2023-05,Q2,Completed,Mobile App,100.1,Netherlands,Regular
ORD001123,C01076,2023-12-19,2023-12,Q4,Completed,Marketplace,750.15,Switzerland,VIP
ORD001124,C01430,2023-02-21,2023-02,Q1,Completed,Website,290.23,Belgium,Regular
ORD001125,C01593,2023-07-07,2023-07,Q3,Completed,Marketplace,12.17,Germany,Regular
ORD001126,C01796,2023-09-05,2023-09,Q3,Completed,Mobile App,360.05,Switzerland,Regular
ORD001127,C01469,2023-09-22,2023-09,Q3,Completed,Marketplace,2057.52,Netherlands,Regular
ORD001128,C00262,2023-09-14,2023-09,Q3,Completed,Phone,54.2,Germany,Regular
ORD001129,C00556,2023-09-12,2023-09,Q3,Completed,Phone,137.56,France,Regular
ORD001130,C01929,2023-05-23,2023-05,Q2,Completed,Phone,162.52,France,VIP
